Kỳ,Thứ,Ngày,Giờ,Bộ Số,ĐB,Hiển thị,Loại,Link cập nhật,Ngày cập nhật
246,Thứ 4,14/02/2018,,"12,31,32,34,35,43",,12 31 32 34 35 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-02-2018.html,14/02/2018
245,Chủ Nhật,11/02/2018,,"5,19,27,32,41,45",,05 19 27 32 41 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-02-2018.html,11/02/2018
244,Thứ 6,09/02/2018,,"2,10,14,19,23,37",,02 10 14 19 23 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-02-2018.html,09/02/2018
243,Thứ 4,07/02/2018,,"5,7,18,26,30,36",,05 07 18 26 30 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-02-2018.html,07/02/2018
242,Chủ Nhật,04/02/2018,,"1,5,13,27,40,45",,01 05 13 27 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-02-2018.html,04/02/2018
241,Thứ 6,02/02/2018,,"2,7,14,28,42,45",,02 07 14 28 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-02-2018.html,02/02/2018
240,Thứ 4,31/01/2018,,"4,7,9,10,30,40",,04 07 09 10 30 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-01-2018.html,31/01/2018
239,Chủ Nhật,28/01/2018,,"12,26,27,33,36,37",,12 26 27 33 36 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-01-2018.html,28/01/2018
238,Thứ 6,26/01/2018,,"1,9,18,28,36,44",,01 09 18 28 36 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-01-2018.html,26/01/2018
237,Thứ 4,24/01/2018,,"5,6,24,33,42,45",,05 06 24 33 42 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-01-2018.html,24/01/2018
236,Chủ Nhật,21/01/2018,,"1,10,11,24,32,37",,01 10 11 24 32 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-01-2018.html,21/01/2018
235,Thứ 6,19/01/2018,,"2,4,27,28,31,36",,02 04 27 28 31 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-01-2018.html,19/01/2018
234,Thứ 4,17/01/2018,,"9,10,12,22,27,41",,09 10 12 22 27 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-01-2018.html,17/01/2018
233,Chủ Nhật,14/01/2018,,"1,6,10,29,32,41",,01 06 10 29 32 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-01-2018.html,14/01/2018
232,Thứ 6,12/01/2018,,"4,8,17,23,27,34",,04 08 17 23 27 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-01-2018.html,12/01/2018
231,Thứ 4,10/01/2018,,"6,18,21,22,37,45",,06 18 21 22 37 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-01-2018.html,10/01/2018
230,Chủ Nhật,07/01/2018,,"4,6,11,13,24,31",,04 06 11 13 24 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-01-2018.html,07/01/2018
229,Thứ 6,05/01/2018,,"19,30,34,38,42,44",,19 30 34 38 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-01-2018.html,05/01/2018
228,Thứ 4,03/01/2018,,"8,14,19,30,33,35",,08 14 19 30 33 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-01-2018.html,03/01/2018
227,Chủ Nhật,31/12/2017,,"3,13,14,26,30,34",,03 13 14 26 30 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-12-2017.html,31/12/2017
226,Thứ 6,29/12/2017,,"2,8,17,20,29,39",,02 08 17 20 29 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-12-2017.html,29/12/2017
225,Chủ Nhật,24/12/2017,,"1,5,9,14,30,31",,01 05 09 14 30 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-12-2017.html,24/12/2017
224,Thứ 6,22/12/2017,,"9,13,17,22,26,33",,09 13 17 22 26 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-12-2017.html,22/12/2017
223,Thứ 4,20/12/2017,,"3,8,25,37,40,42",,03 08 25 37 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-12-2017.html,20/12/2017
222,Chủ Nhật,17/12/2017,,"4,7,16,27,40,41",,04 07 16 27 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-12-2017.html,17/12/2017
221,Thứ 6,15/12/2017,,"13,14,17,24,28,43",,13 14 17 24 28 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-12-2017.html,15/12/2017
220,Thứ 4,13/12/2017,,"4,7,19,24,32,38",,04 07 19 24 32 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-12-2017.html,13/12/2017
219,Chủ Nhật,10/12/2017,,"27,36,39,43,44,45",,27 36 39 43 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-12-2017.html,10/12/2017
218,Thứ 6,08/12/2017,,"2,11,15,32,40,44",,02 11 15 32 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-12-2017.html,08/12/2017
217,Thứ 4,06/12/2017,,"3,7,29,31,34,43",,03 07 29 31 34 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-12-2017.html,06/12/2017
216,Chủ Nhật,03/12/2017,,"8,9,15,18,27,30",,08 09 15 18 27 30,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-12-2017.html,03/12/2017
215,Thứ 6,01/12/2017,,"10,19,30,35,39,45",,10 19 30 35 39 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-12-2017.html,01/12/2017
214,Thứ 4,29/11/2017,,"19,23,26,37,38,41",,19 23 26 37 38 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-11-2017.html,29/11/2017
213,Chủ Nhật,26/11/2017,,"4,12,17,19,23,34",,04 12 17 19 23 34,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-11-2017.html,26/11/2017
212,Thứ 6,24/11/2017,,"14,24,32,34,36,45",,14 24 32 34 36 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-11-2017.html,24/11/2017
211,Thứ 4,22/11/2017,,"5,6,9,23,27,35",,05 06 09 23 27 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-11-2017.html,22/11/2017
210,Chủ Nhật,19/11/2017,,"14,20,30,33,41,43",,14 20 30 33 41 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-11-2017.html,19/11/2017
209,Thứ 6,17/11/2017,,"11,13,18,19,31,45",,11 13 18 19 31 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-11-2017.html,17/11/2017
208,Thứ 4,15/11/2017,,"1,9,15,27,33,43",,01 09 15 27 33 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-11-2017.html,15/11/2017
207,Chủ Nhật,12/11/2017,,"22,26,37,40,42,44",,22 26 37 40 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-11-2017.html,12/11/2017
206,Thứ 6,10/11/2017,,"1,4,19,21,24,35",,01 04 19 21 24 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-11-2017.html,10/11/2017
205,Thứ 4,08/11/2017,,"1,18,23,24,40,41",,01 18 23 24 40 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-11-2017.html,08/11/2017
204,Chủ Nhật,05/11/2017,,"3,17,38,39,41,44",,03 17 38 39 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-11-2017.html,05/11/2017
203,Thứ 6,03/11/2017,,"7,17,20,22,29,44",,07 17 20 22 29 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-11-2017.html,03/11/2017
202,Thứ 4,01/11/2017,,"4,12,25,39,42,44",,04 12 25 39 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-11-2017.html,01/11/2017
201,Chủ Nhật,29/10/2017,,"1,5,28,31,44,45",,01 05 28 31 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-10-2017.html,29/10/2017
200,Thứ 6,27/10/2017,,"4,10,13,21,22,38",,04 10 13 21 22 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-10-2017.html,27/10/2017
199,Thứ 4,25/10/2017,,"12,17,23,25,34,38",,12 17 23 25 34 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-10-2017.html,25/10/2017
198,Chủ Nhật,22/10/2017,,"8,14,16,17,31,42",,08 14 16 17 31 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-10-2017.html,22/10/2017
197,Thứ 6,20/10/2017,,"2,18,25,33,36,42",,02 18 25 33 36 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-10-2017.html,20/10/2017
196,Thứ 4,18/10/2017,,"16,24,32,36,37,40",,16 24 32 36 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-10-2017.html,18/10/2017
195,Chủ Nhật,15/10/2017,,"2,9,14,21,35,40",,02 09 14 21 35 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-10-2017.html,15/10/2017
194,Thứ 6,13/10/2017,,"10,13,20,21,25,36",,10 13 20 21 25 36,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-10-2017.html,13/10/2017
193,Thứ 4,11/10/2017,,"4,11,14,15,19,26",,04 11 14 15 19 26,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-10-2017.html,11/10/2017
192,Chủ Nhật,08/10/2017,,"8,16,24,27,35,39",,08 16 24 27 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-10-2017.html,08/10/2017
191,Thứ 6,06/10/2017,,"4,6,18,20,30,45",,04 06 18 20 30 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-10-2017.html,06/10/2017
190,Thứ 4,04/10/2017,,"4,5,9,19,37,44",,04 05 09 19 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-10-2017.html,04/10/2017
189,Chủ Nhật,01/10/2017,,"8,23,27,36,37,43",,08 23 27 36 37 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-10-2017.html,01/10/2017
188,Thứ 6,29/09/2017,,"23,28,30,35,37,42",,23 28 30 35 37 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-29-09-2017.html,29/09/2017
187,Thứ 4,27/09/2017,,"10,19,33,34,35,45",,10 19 33 34 35 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-09-2017.html,27/09/2017
186,Chủ Nhật,24/09/2017,,"4,10,11,31,36,39",,04 10 11 31 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-09-2017.html,24/09/2017
185,Thứ 6,22/09/2017,,"5,16,21,31,37,41",,05 16 21 31 37 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-22-09-2017.html,22/09/2017
184,Thứ 4,20/09/2017,,"5,7,13,17,23,33",,05 07 13 17 23 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-09-2017.html,20/09/2017
183,Chủ Nhật,17/09/2017,,"6,11,15,16,37,40",,06 11 15 16 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-09-2017.html,17/09/2017
182,Thứ 6,15/09/2017,,"3,24,35,37,40,43",,03 24 35 37 40 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-15-09-2017.html,15/09/2017
181,Thứ 4,13/09/2017,,"3,8,19,35,38,40",,03 08 19 35 38 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-09-2017.html,13/09/2017
180,Chủ Nhật,10/09/2017,,"1,22,23,35,36,42",,01 22 23 35 36 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-09-2017.html,10/09/2017
179,Thứ 6,08/09/2017,,"2,15,17,32,41,44",,02 15 17 32 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-08-09-2017.html,08/09/2017
178,Thứ 4,06/09/2017,,"5,20,24,32,36,42",,05 20 24 32 36 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-09-2017.html,06/09/2017
177,Chủ Nhật,03/09/2017,,"5,6,26,28,35,43",,05 06 26 28 35 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-09-2017.html,03/09/2017
176,Thứ 6,01/09/2017,,"9,10,13,19,23,41",,09 10 13 19 23 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-01-09-2017.html,01/09/2017
175,Thứ 4,30/08/2017,,"5,8,11,28,35,41",,05 08 11 28 35 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-08-2017.html,30/08/2017
174,Chủ Nhật,27/08/2017,,"3,7,16,32,36,39",,03 07 16 32 36 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-27-08-2017.html,27/08/2017
173,Thứ 6,25/08/2017,,"2,7,12,27,40,44",,02 07 12 27 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-08-2017.html,25/08/2017
172,Thứ 4,23/08/2017,,"6,25,27,34,42,43",,06 25 27 34 42 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-08-2017.html,23/08/2017
171,Chủ Nhật,20/08/2017,,"5,15,18,21,37,45",,05 15 18 21 37 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-20-08-2017.html,20/08/2017
170,Thứ 6,18/08/2017,,"3,4,18,22,34,37",,03 04 18 22 34 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-08-2017.html,18/08/2017
169,Thứ 4,16/08/2017,,"6,11,15,19,22,41",,06 11 15 19 22 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-08-2017.html,16/08/2017
168,Chủ Nhật,13/08/2017,,"1,3,6,7,16,18",,01 03 06 07 16 18,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-13-08-2017.html,13/08/2017
167,Thứ 6,11/08/2017,,"1,12,19,35,36,41",,01 12 19 35 36 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-08-2017.html,11/08/2017
166,Thứ 4,09/08/2017,,"11,19,22,24,25,31",,11 19 22 24 25 31,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-08-2017.html,09/08/2017
165,Chủ Nhật,06/08/2017,,"2,9,10,11,21,43",,02 09 10 11 21 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-06-08-2017.html,06/08/2017
164,Thứ 6,04/08/2017,,"3,12,13,23,26,37",,03 12 13 23 26 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-08-2017.html,04/08/2017
163,Thứ 4,02/08/2017,,"7,10,17,26,28,43",,07 10 17 26 28 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-08-2017.html,02/08/2017
162,Chủ Nhật,30/07/2017,,"8,17,24,35,41,44",,08 17 24 35 41 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-07-2017.html,30/07/2017
161,Thứ 6,28/07/2017,,"1,4,9,26,35,39",,01 04 09 26 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-07-2017.html,28/07/2017
160,Thứ 4,26/07/2017,,"9,26,27,30,40,44",,09 26 27 30 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-07-2017.html,26/07/2017
159,Chủ Nhật,23/07/2017,,"7,9,13,21,28,39",,07 09 13 21 28 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-07-2017.html,23/07/2017
158,Thứ 6,21/07/2017,,"5,6,9,15,19,32",,05 06 09 15 19 32,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-07-2017.html,21/07/2017
157,Thứ 4,19/07/2017,,"4,7,13,20,35,44",,04 07 13 20 35 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-07-2017.html,19/07/2017
156,Chủ Nhật,16/07/2017,,"2,10,27,29,37,39",,02 10 27 29 37 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-07-2017.html,16/07/2017
155,Thứ 6,14/07/2017,,"2,13,19,24,25,33",,02 13 19 24 25 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-07-2017.html,14/07/2017
154,Thứ 4,12/07/2017,,"5,9,14,15,26,42",,05 09 14 15 26 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-07-2017.html,12/07/2017
153,Chủ Nhật,09/07/2017,,"1,9,14,18,25,28",,01 09 14 18 25 28,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-07-2017.html,09/07/2017
152,Thứ 6,07/07/2017,,"4,19,22,30,34,35",,04 19 22 30 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-07-2017.html,07/07/2017
151,Thứ 4,05/07/2017,,"1,4,16,31,37,40",,01 04 16 31 37 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-07-2017.html,05/07/2017
150,Chủ Nhật,02/07/2017,,"1,5,7,16,19,44",,01 05 07 16 19 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-07-2017.html,02/07/2017
149,Thứ 6,30/06/2017,,"1,7,10,38,40,42",,01 07 10 38 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-06-2017.html,30/06/2017
148,Thứ 4,28/06/2017,,"2,6,21,28,39,40",,02 06 21 28 39 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-06-2017.html,28/06/2017
147,Chủ Nhật,25/06/2017,,"3,14,33,38,42,44",,03 14 33 38 42 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-25-06-2017.html,25/06/2017
146,Thứ 6,23/06/2017,,"9,10,21,37,40,42",,09 10 21 37 40 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-06-2017.html,23/06/2017
145,Thứ 4,21/06/2017,,"9,26,29,30,35,37",,09 26 29 30 35 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-06-2017.html,21/06/2017
144,Chủ Nhật,18/06/2017,,"2,8,12,14,16,26",,02 08 12 14 16 26,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-18-06-2017.html,18/06/2017
143,Thứ 6,16/06/2017,,"6,10,17,21,27,38",,06 10 17 21 27 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-06-2017.html,16/06/2017
142,Thứ 4,14/06/2017,,"5,8,15,25,31,35",,05 08 15 25 31 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-06-2017.html,14/06/2017
141,Chủ Nhật,11/06/2017,,"5,6,11,14,32,33",,05 06 11 14 32 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-11-06-2017.html,11/06/2017
140,Thứ 6,09/06/2017,,"7,15,19,24,32,42",,07 15 19 24 32 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-06-2017.html,09/06/2
139,Thứ 4,07/06/2017,,"5,6,13,29,35,44",,05 06 13 29 35 44,Mega_6/45,https://www.minhchinh.co,
138,Chủ Nhật,04/06/2017,,"1,9,23,32,34,35",,01 09 23 32 34 35,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-04-06-2017.html,04/06/2017
137,Thứ 6,02/06/2017,,"5,13,16,32,39,41",,05 13 16 32 39 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-06-2017.html,02/06/2017
136,Thứ 4,31/05/2017,,"7,13,16,30,37,44",,07 13 16 30 37 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-31-05-2017.html,31/05/2017
135,Chủ Nhật,28/05/2017,,"2,7,17,24,31,44",,02 07 17 24 31 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-05-2017.html,28/05/2017
134,Thứ 6,26/05/2017,,"6,8,25,39,40,45",,06 08 25 39 40 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-05-2017.html,26/05/2017
133,Thứ 4,24/05/2017,,"8,20,25,27,30,33",,08 20 25 27 30 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-24-05-2017.html,24/05/2017
132,Chủ Nhật,21/05/2017,,"11,14,17,22,27,42",,11 14 17 22 27 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-05-2017.html,21/05/2017
131,Thứ 6,19/05/2017,,"1,8,18,28,30,33",,01 08 18 28 30 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-05-2017.html,19/05/2017
130,Thứ 4,17/05/2017,,"7,8,11,18,23,42",,07 08 11 18 23 42,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-17-05-2017.html,17/05/2017
129,Chủ Nhật,14/05/2017,,"13,15,17,21,25,40",,13 15 17 21 25 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-05-2017.html,14/05/2017
128,Thứ 6,12/05/2017,,"1,27,35,42,43,45",,01 27 35 42 43 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-05-2017.html,12/05/2017
127,Thứ 4,10/05/2017,,"7,17,21,29,40,44",,07 17 21 29 40 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-10-05-2017.html,10/05/2017
126,Chủ Nhật,07/05/2017,,"1,7,28,32,44,45",,01 07 28 32 44 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-05-2017.html,07/05/2017
125,Thứ 6,05/05/2017,,"4,9,12,32,36,43",,04 09 12 32 36 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-05-2017.html,05/05/2017
124,Thứ 4,03/05/2017,,"3,19,20,21,25,45",,03 19 20 21 25 45,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-03-05-2017.html,03/05/2017
123,Chủ Nhật,30/04/2017,,"2,6,8,11,12,25",,02 06 08 11 12 25,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-30-04-2017.html,30/04/2017
122,Thứ 6,28/04/2017,,"2,9,11,12,15,23",,02 09 11 12 15 23,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-28-04-2017.html,28/04/2017
121,Thứ 4,26/04/2017,,"14,16,17,20,35,39",,14 16 17 20 35 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-26-04-2017.html,26/04/2017
120,Chủ Nhật,23/04/2017,,"13,17,22,30,31,43",,13 17 22 30 31 43,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-23-04-2017.html,23/04/2017
119,Thứ 6,21/04/2017,,"7,8,15,30,32,39",,07 08 15 30 32 39,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-21-04-2017.html,21/04/2017
118,Thứ 4,19/04/2017,,"19,20,32,33,38,44",,19 20 32 33 38 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-19-04-2017.html,19/04/2017
117,Chủ Nhật,16/04/2017,,"6,7,18,29,32,44",,06 07 18 29 32 44,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-16-04-2017.html,16/04/2017
116,Thứ 6,14/04/2017,,"4,5,10,33,36,38",,04 05 10 33 36 38,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-14-04-2017.html,14/04/2017
115,Thứ 4,12/04/2017,,"2,3,8,13,19,41",,02 03 08 13 19 41,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-12-04-2017.html,12/04/2017
114,Chủ Nhật,09/04/2017,,"5,8,21,25,26,37",,05 08 21 25 26 37,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-09-04-2017.html,09/04/2017
113,Thứ 6,07/04/2017,,"4,5,16,17,32,40",,04 05 16 17 32 40,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-07-04-2017.html,07/04/2017
112,Thứ 4,05/04/2017,,"13,14,20,21,23,33",,13 14 20 21 23 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-05-04-2017.html,05/04/2017
111,Chủ Nhật,02/04/2017,,"3,5,7,12,27,33",,03 05 07 12 27 33,Mega_6/45,https://www.minhchinh.com/xs-mega-645-ket-qua-mega-645-ngay-02-04-2017.html,02/04/2017
